False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.011111111111111112
0.0,0.023529411764705882
0.0011997600479904018,0.023529411764705882
0.0011997600479904018,0.024183006535947713
0.001799640071985603,0.024183006535947713
0.001799640071985603,0.025490196078431372
0.005398920215956809,0.025490196078431372
0.005398920215956809,0.026143790849673203
0.0065986802639472104,0.026143790849673203
0.0065986802639472104,0.02679738562091503
0.007198560287942412,0.02679738562091503
0.007198560287942412,0.028104575163398694
0.007798440311937612,0.028104575163398694
0.007798440311937612,0.02875816993464052
0.008398320335932814,0.02875816993464052
0.008398320335932814,0.029411764705882353
0.008998200359928014,0.029411764705882353
0.008998200359928014,0.030065359477124184
0.009598080383923215,0.030065359477124184
0.009598080383923215,0.03071895424836601
0.010197960407918417,0.03071895424836601
0.010197960407918417,0.03137254901960784
0.010797840431913617,0.03137254901960784
0.010797840431913617,0.034640522875816995
0.01199760047990402,0.034640522875816995
0.01199760047990402,0.03594771241830065
0.013197360527894421,0.03594771241830065
0.013197360527894421,0.03986928104575163
0.013797240551889621,0.03986928104575163
0.013797240551889621,0.041176470588235294
0.014397120575884824,0.041176470588235294
0.014397120575884824,0.042483660130718956
0.014997000599880024,0.042483660130718956
0.014997000599880024,0.0457516339869281
0.015596880623875225,0.0457516339869281
0.015596880623875225,0.046405228758169936
0.016796640671865627,0.046405228758169936
0.016796640671865627,0.04771241830065359
0.01859628074385123,0.04771241830065359
0.01859628074385123,0.048366013071895426
0.01919616076784643,0.048366013071895426
0.01919616076784643,0.04967320261437908
0.020395920815836834,0.04967320261437908
0.020395920815836834,0.05032679738562092
0.022195560887822437,0.05032679738562092
0.022195560887822437,0.050980392156862744
0.023395320935812838,0.050980392156862744
0.023395320935812838,0.05163398692810457
0.02399520095980804,0.05163398692810457
0.02399520095980804,0.052941176470588235
0.02459508098380324,0.052941176470588235
0.02459508098380324,0.054901960784313725
0.02519496100779844,0.054901960784313725
0.02519496100779844,0.05620915032679739
0.026994601079784044,0.05620915032679739
0.026994601079784044,0.058823529411764705
0.027594481103779243,0.058823529411764705
0.027594481103779243,0.06274509803921569
0.03059388122375525,0.06274509803921569
0.03059388122375525,0.06535947712418301
0.032993401319736056,0.06535947712418301
0.032993401319736056,0.06601307189542484
0.03479304139172166,0.06601307189542484
0.03479304139172166,0.0673202614379085
0.03539292141571686,0.0673202614379085
0.03539292141571686,0.06797385620915032
0.03659268146370726,0.06797385620915032
0.03659268146370726,0.06862745098039216
0.03719256148770246,0.06862745098039216
0.03719256148770246,0.06993464052287582
0.03839232153569286,0.06993464052287582
0.03839232153569286,0.07058823529411765
0.038992201559688064,0.07058823529411765
0.038992201559688064,0.07320261437908497
0.04079184163167367,0.07320261437908497
0.04079184163167367,0.07450980392156863
0.041991601679664065,0.07450980392156863
0.041991601679664065,0.07712418300653595
0.04259148170365927,0.07712418300653595
0.04259148170365927,0.08169934640522876
0.04319136172765447,0.08169934640522876
0.04319136172765447,0.08300653594771241
0.04439112177564487,0.08300653594771241
0.04439112177564487,0.08366013071895424
0.04499100179964007,0.08366013071895424
0.04499100179964007,0.08431372549019608
0.04559088182363527,0.08431372549019608
0.04559088182363527,0.08562091503267974
0.04619076184763048,0.08562091503267974
0.04619076184763048,0.08627450980392157
0.046790641871625675,0.08627450980392157
0.046790641871625675,0.08758169934640522
0.04859028194361128,0.08758169934640522
0.04859028194361128,0.08888888888888889
0.04919016196760648,0.08888888888888889
0.04919016196760648,0.09084967320261438
0.052189562087582485,0.09084967320261438
0.052189562087582485,0.09281045751633987
0.052789442111577684,0.09281045751633987
0.052789442111577684,0.0934640522875817
0.05398920215956809,0.0934640522875817
0.05398920215956809,0.09411764705882353
0.055188962207558485,0.09411764705882353
0.055188962207558485,0.09477124183006536
0.05578884223155369,0.09477124183006536
0.05578884223155369,0.09542483660130718
0.05638872225554889,0.09542483660130718
0.05638872225554889,0.09607843137254903
0.05698860227954409,0.09607843137254903
0.05698860227954409,0.09673202614379085
0.057588482303539294,0.09673202614379085
0.057588482303539294,0.09803921568627451
0.05818836232753449,0.09803921568627451
0.05818836232753449,0.09869281045751634
0.05878824235152969,0.09869281045751634
0.05878824235152969,0.09934640522875816
0.059988002399520096,0.09934640522875816
0.059988002399520096,0.1
0.060587882423515295,0.1
0.060587882423515295,0.10065359477124183
0.0611877624475105,0.10065359477124183
0.0611877624475105,0.10196078431372549
0.0623875224955009,0.10196078431372549
0.0623875224955009,0.10261437908496732
0.0665866826634673,0.10261437908496732
0.0665866826634673,0.10457516339869281
0.06718656268746251,0.10457516339869281
0.06718656268746251,0.10588235294117647
0.06898620275944811,0.10588235294117647
0.06898620275944811,0.1065359477124183
0.06958608278344332,0.1065359477124183
0.06958608278344332,0.10784313725490197
0.07138572285542892,0.10784313725490197
0.07138572285542892,0.1084967320261438
0.07258548290341932,0.1084967320261438
0.07258548290341932,0.10915032679738562
0.07438512297540492,0.10915032679738562
0.07438512297540492,0.10980392156862745
0.07618476304739052,0.10980392156862745
0.07618476304739052,0.1111111111111111
0.07678464307138572,0.1111111111111111
0.07678464307138572,0.11241830065359477
0.07918416316736653,0.11241830065359477
