False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.00065359477124183
0.0005998800239952009,0.00065359477124183
0.0005998800239952009,0.00196078431372549
0.001799640071985603,0.00196078431372549
0.001799640071985603,0.00261437908496732
0.0023995200959808036,0.00261437908496732
0.0023995200959808036,0.00392156862745098
0.003599280143971206,0.00392156862745098
0.003599280143971206,0.00718954248366013
0.004199160167966407,0.00718954248366013
0.004199160167966407,0.00784313725490196
0.004799040191961607,0.00784313725490196
0.004799040191961607,0.01045751633986928
0.00599880023995201,0.01045751633986928
0.00599880023995201,0.011111111111111112
0.0065986802639472104,0.011111111111111112
0.0065986802639472104,0.011764705882352941
0.007798440311937612,0.011764705882352941
0.007798440311937612,0.013071895424836602
0.010197960407918417,0.013071895424836602
0.010197960407918417,0.01437908496732026
0.010797840431913617,0.01437908496732026
0.010797840431913617,0.015032679738562092
0.01259748050389922,0.015032679738562092
0.01259748050389922,0.01568627450980392
0.013197360527894421,0.01568627450980392
0.013197360527894421,0.016339869281045753
0.014397120575884824,0.016339869281045753
0.014397120575884824,0.01699346405228758
0.014997000599880024,0.01699346405228758
0.014997000599880024,0.021568627450980392
0.016196760647870425,0.021568627450980392
0.016196760647870425,0.022222222222222223
0.016796640671865627,0.022222222222222223
0.016796640671865627,0.025490196078431372
0.01739652069586083,0.025490196078431372
0.01739652069586083,0.02679738562091503
0.01859628074385123,0.02679738562091503
0.01859628074385123,0.027450980392156862
0.01919616076784643,0.027450980392156862
0.01919616076784643,0.02875816993464052
0.01979604079184163,0.02875816993464052
0.01979604079184163,0.030065359477124184
0.020395920815836834,0.030065359477124184
0.020395920815836834,0.03071895424836601
0.020995800839832032,0.03071895424836601
0.020995800839832032,0.032679738562091505
0.021595680863827234,0.032679738562091505
0.021595680863827234,0.03333333333333333
0.022795440911817635,0.03333333333333333
0.022795440911817635,0.03725490196078431
0.02399520095980804,0.03725490196078431
0.02399520095980804,0.04183006535947712
0.02579484103179364,0.04183006535947712
0.02579484103179364,0.042483660130718956
0.026394721055788842,0.042483660130718956
0.026394721055788842,0.045098039215686274
0.026994601079784044,0.045098039215686274
0.026994601079784044,0.049019607843137254
0.028194361127774445,0.049019607843137254
0.028194361127774445,0.05163398692810457
0.03059388122375525,0.05163398692810457
0.03059388122375525,0.05620915032679739
0.03239352129574085,0.05620915032679739
0.03239352129574085,0.05751633986928104
0.032993401319736056,0.05751633986928104
0.032993401319736056,0.06209150326797386
0.033593281343731254,0.06209150326797386
0.033593281343731254,0.06405228758169934
0.03479304139172166,0.06405228758169934
0.03479304139172166,0.06470588235294118
0.03539292141571686,0.06470588235294118
0.03539292141571686,0.0673202614379085
0.035992801439712056,0.0673202614379085
0.035992801439712056,0.0718954248366013
0.03719256148770246,0.0718954248366013
0.03719256148770246,0.07450980392156863
0.03839232153569286,0.07450980392156863
0.03839232153569286,0.07581699346405228
0.03959208158368326,0.07581699346405228
0.03959208158368326,0.07712418300653595
0.04019196160767846,0.07712418300653595
0.04019196160767846,0.07973856209150326
0.041391721655668866,0.07973856209150326
0.041391721655668866,0.0803921568627451
0.04259148170365927,0.0803921568627451
0.04259148170365927,0.08169934640522876
0.04319136172765447,0.08169934640522876
0.04319136172765447,0.08300653594771241
0.04619076184763048,0.08300653594771241
0.04619076184763048,0.0869281045751634
0.046790641871625675,0.0869281045751634
0.046790641871625675,0.08758169934640522
0.047390521895620874,0.08758169934640522
0.047390521895620874,0.08954248366013072
0.04799040191961608,0.08954248366013072
0.04799040191961608,0.09019607843137255
0.04859028194361128,0.09019607843137255
0.04859028194361128,0.09084967320261438
0.04919016196760648,0.09084967320261438
0.04919016196760648,0.09411764705882353
0.04979004199160168,0.09411764705882353
0.04979004199160168,0.09738562091503268
0.05338932213557288,0.09738562091503268
0.05338932213557288,0.09869281045751634
0.05578884223155369,0.09869281045751634
0.05578884223155369,0.09934640522875816
0.05638872225554889,0.09934640522875816
0.05638872225554889,0.1
0.05698860227954409,0.1
0.05698860227954409,0.10130718954248366
0.057588482303539294,0.10130718954248366
0.057588482303539294,0.10261437908496732
0.05818836232753449,0.10261437908496732
0.05818836232753449,0.10326797385620914
0.0593881223755249,0.10326797385620914
0.0593881223755249,0.10392156862745099
0.060587882423515295,0.10392156862745099
0.060587882423515295,0.10588235294117647
0.0611877624475105,0.10588235294117647
0.0611877624475105,0.1065359477124183
0.0617876424715057,0.1065359477124183
0.0617876424715057,0.10915032679738562
0.0623875224955009,0.10915032679738562
0.0623875224955009,0.1111111111111111
0.0647870425914817,0.1111111111111111
0.0647870425914817,0.11176470588235295
0.0653869226154769,0.11176470588235295
0.0653869226154769,0.1130718954248366
0.06598680263947211,0.1130718954248366
0.06598680263947211,0.11372549019607843
0.06718656268746251,0.11372549019607843
0.06718656268746251,0.11699346405228758
0.06778644271145771,0.11699346405228758
0.06778644271145771,0.11764705882352941
0.0683863227354529,0.11764705882352941
0.0683863227354529,0.12091503267973856
0.06898620275944811,0.12091503267973856
0.06898620275944811,0.12222222222222222
0.06958608278344332,0.12222222222222222
0.06958608278344332,0.12418300653594772
